rank,factor,total_refs,as_cause,as_effect,transcripts
806,community technology capacity,2,1,1,2
807,community training and sensitization,2,2,0,2
808,community training on operation and maintenance,2,2,0,1
809,community training on water scheme use,2,2,0,2
810,community understanding of maintenance roles,2,1,1,1
811,community understanding of sanitation consequences,2,1,1,1
812,community understanding of water source protection,2,1,1,1
813,community waste management practices,2,0,2,2
814,community water management,2,1,1,2
815,community water management system,2,1,1,1
816,community water service access,2,0,2,2
817,community-government collaboration,2,1,1,1
818,community-government relations,2,0,2,2
819,compensation payment to dumping site neighbors,2,1,1,1
820,compost production,2,0,2,2
821,construction duration,2,1,1,1
822,continuity of water services,2,0,2,1
823,continuous capacity building,2,2,0,2
824,continuous training and coaching,2,2,0,1
825,contractor project delivery,2,0,2,1
826,contractor work quality,2,1,1,1
827,contractual work approach,2,2,0,1
828,coordinated decision-making,2,1,1,1
829,coordinated local government and NGO actions,2,2,0,1
830,coordination among WASH partners,2,1,1,1
831,coordination among WASH stakeholders,2,2,0,2
832,coordination among actors,2,1,1,1
833,coordination among organizations,2,2,0,1
834,coordination between actors,2,1,1,1
835,coordination between bodies,2,2,0,1
836,coordination between sector offices,2,2,0,1
837,coordination system,2,0,2,2
838,coordination task force,2,2,0,1
839,coordination with experienced organizations,2,2,0,1
840,coordination with implementing organizations,2,2,0,1
841,county budget allocation to WSPs,2,1,1,1
842,county government funding,2,2,0,2
843,county government support,2,2,0,2
844,county government-service provider coordination,2,2,0,1
845,county officer oversight,2,0,2,1
846,county officer oversight of schemes,2,1,1,1
847,cross-stakeholder water well maintenance,2,1,1,1
848,damping site acquisition,2,0,2,1
849,deep borehole development in arid areas,2,2,0,1
850,deep well development,2,1,1,1
851,delay in budget release,2,1,1,1
852,delayed maintenance response,2,2,0,1
853,demand-supply incompatibility,2,1,1,1
854,dependence on external actors,2,1,1,1
855,dependency syndrome,2,1,1,2
856,desalination,2,2,0,1
857,desalination equipment cost recovery,2,1,1,1
858,desalination technology and cost requirements,2,1,1,1
859,designated waste disposal area,2,2,0,2
860,development partner engagement,2,0,2,1
861,devolution,2,2,0,2
862,diesel running costs,2,1,1,1
863,diesel-based water schemes,2,2,0,1
864,difficult topography,2,2,0,1
865,disease outbreaks,2,0,2,2
866,district-Whave partnership,2,2,0,2
867,donor dependency,2,0,2,2
868,donor willingness to support,2,0,2,1
869,downtime,2,0,2,1
870,drainage blockage,2,1,1,1
871,drainage diversion,2,2,0,1
872,drainage infrastructure,2,1,1,2
873,drainage problem resolution,2,1,1,1
874,drinking water availability,2,0,2,2
875,dumping site access,2,2,0,1
876,dumping site acquisition,2,0,2,1
877,dumping site problem resolution,2,0,2,2
878,dustbin availability,2,2,0,1
879,early detection of management issues,2,1,1,1
880,economic wellbeing,2,1,1,2
881,effective sector coordination,2,2,0,1
882,efficient budget use,2,1,1,1
883,emergency advocacy,2,1,1,1
884,emergency repair funding,2,0,2,2
885,employment opportunities,2,0,2,2
886,energy costs for pumping,2,1,1,1
887,environmental law enforcement,2,1,1,2
888,equipment functionality,2,0,2,2
889,equipment lifespan,2,1,1,2
890,equitable distribution of water points,2,0,2,1
891,expert training,2,2,0,2
892,exploitation of local resources,2,1,1,1
893,external actor support,2,2,0,1
894,external dependency,2,1,1,1
895,external donor funding,2,2,0,2
896,external funding,2,2,0,2
897,external funding dependence,2,1,1,2
898,external support dependency,2,0,2,2
899,factory chemical discharge,2,2,0,1
900,factory waste pollution,2,1,1,1
901,fair price municipal services,2,1,1,1
902,farm ponds and sand dams,2,2,0,1
903,farmer livelihoods,2,0,2,2
904,farmer tax payment,2,1,1,1
905,fault detection,2,1,1,1
906,federal bureau procurement process,2,2,0,1
907,financial contributions for maintenance,2,1,1,1
908,financial management quality,2,0,2,1
909,financial management skills,2,2,0,2
910,financial management training,2,2,0,2
911,financial management understanding,2,1,1,1
912,financial self-sufficiency,2,1,1,1
913,financial sustainability,2,0,2,2
914,financial transaction transparency,2,1,1,1
915,food insecurity,2,0,2,1
916,free water mentality,2,1,1,1
917,frequency of breakdowns,2,0,2,2
918,frequent training,2,2,0,1
919,fuel cost,2,2,0,2
920,fuel costs,2,1,1,2
921,fund accountability,2,0,2,2
922,fund collection for operations,2,1,1,1
923,fund management accountability,2,1,1,1
924,fund wastage,2,0,2,1
925,funding for minor repairs,2,1,1,1
926,gap identification,2,1,1,1
927,garbage truck procurement,2,0,2,1
928,generator functionality,2,1,1,2
929,good leadership,2,2,0,2
930,government and NGO financial contribution,2,2,0,1
931,government attention to WASH program,2,1,1,1
932,government attention to water sector,2,2,0,2
933,government budget for sanitation,2,2,0,2
934,government bureaucracy,2,2,0,2
935,government emphasis on sanitation service,2,1,1,1
936,government leadership,2,2,0,2
937,government monitoring of WASHCOs,2,2,0,2
938,government resource allocation,2,2,0,1
939,government sanitation planning,2,1,1,2
940,government subsidies,2,2,0,2
941,government-community collaboration,2,2,0,2
942,government-partner coordination,2,2,0,2
943,grazing land availability,2,2,0,2
944,green areas and favorable environment,2,2,0,1
945,groundwater availability,2,1,1,2
946,groundwater potential,2,2,0,2
947,groundwater potential mapping,2,2,0,1
948,groundwater recharge,2,1,1,1
949,groundwater resource information,2,1,1,1
950,groundwater salinity,2,2,0,1
951,hand pump breakdown,2,1,1,1
952,handwashing culture,2,1,1,1
953,head of office turnover,2,1,1,1
954,health and sanitation education,2,0,2,1
955,health problems from improper waste,2,1,1,1
956,high pipeline pressure,2,1,1,1
957,household waste disposal,2,1,1,2
958,household waste management,2,1,1,2
959,household water access,2,0,2,2
960,human resource capacity,2,2,0,2
961,hygiene and sanitation behaviors,2,0,2,1
962,hygiene awareness,2,2,0,2
963,hygiene awareness training,2,2,0,1
964,hygiene management,2,0,2,2
965,hygiene practices,2,0,2,1
966,hygiene problems,2,1,1,1
967,identification of areas needing water supply,2,1,1,1
968,identification of community management gaps,2,1,1,1
969,identification of potential water sources,2,1,1,1
970,identification of water scheme management gaps,2,1,1,1
971,illegal water connections,2,1,1,1
972,immediate maintenance service,2,1,1,1
973,implementing partner engagement,2,1,1,1
974,improper waste disposal behavior,2,0,2,2
975,improved public health,2,2,0,1
976,income generation,2,0,2,2
977,independent repair capacity,2,1,1,1
978,indiscriminate waste disposal,2,1,1,1
979,industrial waste treatment plants,2,2,0,1
980,infiltration galleries in riverbeds,2,2,0,1
981,information exchange,2,1,1,1
982,information sharing among organizations,2,2,0,2
983,information sharing among water actors,2,1,1,1
984,information sharing between partners,2,1,1,1
985,infrastructure condition,2,0,2,2
986,infrastructure durability,2,0,2,2
987,infrastructure expansion,2,1,1,2
988,infrastructure functionality,2,0,2,2
989,infrastructure maintenance capability,2,0,2,2
990,infrastructure protection,2,0,2,2
991,infrastructure repair capacity,2,0,2,2
992,infrastructure replacement,2,1,1,2
993,infrastructure vulnerability,2,0,2,2
994,institutional WASH development,2,0,2,1
995,institutional attention,2,2,0,2
996,institutional performance,2,0,2,2
997,integrated infrastructure planning,2,2,0,2
998,intensive trainings,2,1,1,1
999,inter-actor collaboration,2,2,0,1
1000,inter-actor coordination,2,1,1,1
1001,inter-institutional coordination,2,1,1,2
1002,inter-organizational collaboration,2,2,0,2
1003,inter-organizational knowledge sharing,2,0,2,2
1004,inter-organizational learning,2,1,1,1
1005,inter-partner coordination,2,1,1,1
1006,inter-stakeholder collaboration,2,2,0,2
1007,irresponsible waste disposal,2,2,0,1
1008,issue identification,2,1,1,1
1009,joint problem solving,2,0,2,1
1010,knowledge of WASH actors and coverage areas,2,1,1,1
1011,knowledge of partner activities,2,1,1,1
1012,knowledge of regional challenges,2,1,1,1
1013,labor turnover,2,1,1,1
1014,lake water contamination,2,1,1,1
1015,landfill construction funding,2,0,2,1
1016,landfill overflow,2,1,1,1
1017,landfill sites,2,2,0,2
1018,latrine adoption,2,0,2,2
1019,latrine durability,2,0,2,1
1020,latrine group savings,2,2,0,1
1021,latrine suction frequency,2,1,1,1
1022,latrine use culture,2,2,0,2
1023,law enforcement mechanism,2,2,0,2
1024,leadership awareness,2,1,1,1
1025,leadership quality,2,2,0,2
1026,legal accountability for fund misuse,2,2,0,2
1027,legal framework,2,2,0,2
1028,liquid waste collection,2,0,2,2
1029,liquid waste discharge to open drainage,2,0,2,1
1030,liquid waste disposal,2,0,2,2
1031,liquid waste disposal area availability,2,1,1,1
1032,liquid waste disposal place,2,2,0,2
1033,liquid waste dump site construction,2,0,2,1
1034,liquid waste in open drainage,2,1,1,1
1035,liquid waste leakage to streets,2,1,1,1
1036,liquid waste treatment,2,2,0,1
1037,liquid waste treatment in sewage system,2,2,0,1
1038,liquid waste treatment plant,2,2,0,2
1039,local community repair capacity,2,1,1,1
1040,local scheme maintenance,2,0,2,1
1041,local technician availability,2,1,1,1
1042,local water sector workforce,2,1,1,1
1043,logistics capacity,2,2,0,1
1044,long-term water supply planning,2,1,1,1
1045,low borehole yield,2,2,0,2
1046,machine maintenance,2,1,1,1
1047,machinery breakdown during drilling,2,1,1,1
1048,maintenance and repair capacity,2,0,2,1
1049,maintenance capability,2,0,2,2
1050,maintenance cost,2,0,2,2
1051,maintenance coverage,2,0,2,1
1052,maintenance fund,2,1,1,2
1053,maintenance fund management,2,0,2,2
1054,maintenance quality,2,0,2,2
1055,maintenance responsibility,2,1,1,1
1056,maintenance service delivery,2,0,2,1
1057,maintenance vehicles,2,2,0,2
1058,major infrastructure breakdowns,2,2,0,2
1059,management accountability,2,1,1,1
1060,management awareness,2,1,1,1
1061,management committee revenue,2,1,1,1
1062,management skills,2,2,0,2
1063,material quality,2,1,1,1
1064,meeting allowance expenditure,2,1,1,1
1065,mega projects,2,1,1,1
1066,memorandum of understanding with community,2,2,0,1
1067,menstrual hygiene management,2,1,1,1
1068,minor maintenance,2,1,1,2
1069,minor maintenance of water schemes,2,0,2,2
1070,minor repair capacity,2,0,2,2
1071,misappropriation of scheme revenue,2,1,1,1
1072,mismanagement,2,2,0,2
1073,mobile nature of pastoral community,2,2,0,1
1074,modern dumping site,2,2,0,1
1075,modern dumping site construction,2,0,2,1
1076,modern recycling waste system,2,2,0,1
1077,modernized waste disposal system,2,2,0,1
1078,monitoring and enforcement mechanisms,2,2,0,1
1079,monitoring and support of water users associations,2,1,1,1
1080,monitoring coverage,2,1,1,1
1081,monitoring frequency,2,1,1,2
1082,monitoring of water schemes,2,2,0,1
1083,monitoring transport,2,0,2,1
1084,mosquito reproduction,2,1,1,1
1085,motor pump operation,2,1,1,1
1086,motorbikes,2,2,0,1
1087,multi-stakeholder coordination,2,2,0,2
1088,multi-stakeholder involvement,2,2,0,2
1089,multi-stakeholder partnership,2,2,0,2
1090,new infrastructure lines,2,2,0,1
1091,new water facility construction,2,0,2,1
1092,new water projects,2,1,1,1
1093,new water schemes,2,2,0,1
1094,new water tank construction,2,2,0,2
1095,new water technologies,2,2,0,1
1096,nomadic lifestyle,2,2,0,1
1097,non-revenue water,2,0,2,2
1098,number of water sources,2,2,0,1
1099,office expansion capacity,2,0,2,1
1100,office financial resources,2,0,2,1
1101,old equipment,2,2,0,1
1102,on-ground monitoring,2,0,2,1
1103,on-job training,2,2,0,2
1104,open ditch waste disposal,2,1,1,1
1105,open space toilet use,2,0,2,1
1106,open waste dumping,2,0,2,2
1107,operating cost,2,0,2,1
1108,operation and maintenance funding,2,1,1,1
1109,operation cost recovery,2,1,1,1
1110,operational capacity,2,0,2,2
1111,operational efficiency,2,0,2,2
1112,operations and maintenance,2,0,2,2
1113,organizational effectiveness,2,1,1,1
1114,over-exploitation of water schemes,2,1,1,1
1115,overexploitation of water schemes,2,1,1,1
1116,parking infrastructure,2,2,0,1
1117,partner resource pooling,2,1,1,2
1118,partnership,2,2,0,1
1119,pastoralist settlement stability,2,1,1,1
1120,performance contracts,2,2,0,2
1121,personal interests of committee members,2,2,0,1
1122,personnel accountability,2,0,2,1
1123,pipe bursting,2,1,1,1
1124,pipe bursts,2,0,2,1
1125,pipe replacement,2,1,1,1
1126,pipe rust,2,1,1,1
1127,pipeline bursts,2,1,1,1
1128,pipeline damage,2,1,1,2
1129,pipeline diversion before reservoir,2,2,0,2
1130,pipeline materials cost,2,1,1,1
1131,plan implementation,2,0,2,2
1132,plastic bag use,2,1,1,1
1133,policy for community water schemes,2,2,0,1
1134,policy implementation,2,0,2,2
1135,political favoritism in service delivery,2,2,0,1
1136,political interference in water management,2,0,2,2
1137,political motivation of government projects,2,2,0,1
1138,potable water access,2,0,2,2
1139,poverty,2,1,1,2
1140,power outage,2,2,0,2
1141,pre-construction water study,2,2,0,1
1142,pre-payment quality assessment,2,1,1,1
1143,preventive maintenance by Whave,2,2,0,1
1144,private partnerships with water management committees,2,2,0,1
1145,private service provider (FundiFix model),2,2,0,1
1146,procurement efficiency,2,0,2,2
1147,procurement process,2,1,1,2
1148,procurement process efficiency,2,0,2,1
1149,procurement process improvement,2,2,0,1
1150,productivity,2,1,1,1
1151,professional capacity,2,0,2,2
1152,professional personnel,2,2,0,2
1153,professional scheme management,2,0,2,1
1154,professional staff recruitment,2,0,2,1
1155,program expansion,2,2,0,1
1156,program overlap,2,1,1,1
1157,project completion,2,0,2,2
1158,project continuity after NGO exit,2,0,2,1
1159,project fund security,2,0,2,1
1160,project funds,2,0,2,2
1161,project handover to responsible bodies,2,1,1,1
1162,project implementation effectiveness,2,0,2,2
1163,project implementation quality,2,0,2,2
1164,project maintenance,2,0,2,2
1165,project management quality,2,0,2,2
1166,project overlap,2,1,1,1
1167,project ownership,2,0,2,1
1168,project progress,2,0,2,2
1169,project quality,2,0,2,2
1170,project savings fund,2,1,1,1
1171,proper liquid waste disposal,2,0,2,2
1172,proper maintenance,2,1,1,2
1173,proper use of water facilities,2,0,2,1
1174,public toilet availability,2,2,0,2
1175,public toilet construction,2,1,1,2
1176,pumping cost,2,1,1,1
1177,pumping costs,2,0,2,2
1178,pumping requirement,2,1,1,1
1179,purchasing power,2,1,1,1
1180,qualified personnel at woreda level,2,2,0,1
1181,qualified personnel at woreda water office,2,2,0,1
1182,qualified water technicians,2,2,0,2
1183,quality of construction materials,2,2,0,2
1184,regional government budget allocation,2,2,0,2
1185,regional water design bureau involvement,2,2,0,1
1186,regular inter-sector meetings,2,2,0,2
1187,regular maintenance of water facilities,2,0,2,2
1188,regular meetings,2,2,0,2
1189,regulatory reporting platform,2,1,1,1
1190,rehabilitation capacity,2,0,2,1
1191,reliance on community management model,2,1,1,1
1192,repair cost inflation,2,1,1,1
1193,repair delay,2,1,1,1
1194,repair of non-functional water schemes,2,0,2,1
1195,repairs and maintenance capacity,2,1,1,2
